NT_GER,QE_I01,QE_I04,QE_I05,QE_I08,QE_I09,QE_I15
25.9,Solteiro(a),Fundamental II,Fundamental II,C,C,Ensino Público
31.6,Outro,Nenhuma,Fundamental I,B,B,Sem Cotas
24.1,Casado(a),Fundamental II,Superior,A,E,Sem Cotas
60.0,Casado(a),Fundamental I,Fundamental I,B,D,Sem Cotas
32.1,Solteiro(a),Médio,Médio,A,C,Renda
34.5,Solteiro(a),Fundamental II,Médio,B,C,Ensino Público
29.2,Casado(a),Fundamental II,Médio,B,B,Sem Cotas
34.5,Outro,Fundamental I,Fundamental I,B,F,Sem Cotas
21.3,Solteiro(a),Nenhuma,Nenhuma,A,B,Sem Cotas
32.1,Solteiro(a),Fundamental II,Fundamental II,A,C,Sem Cotas
53.5,Casado(a),Nenhuma,Fundamental I,C,E,Sem Cotas
34.1,Solteiro(a),Fundamental II,Fundamental II,B,A,Sem Cotas
24.4,Solteiro(a),Fundamental I,Fundamental I,B,E,Sem Cotas
39.2,Solteiro(a),Fundamental II,Fundamental II,A,E,Sem Cotas
39.7,Casado(a),Fundamental I,Fundamental I,A,F,Ensino Público
30.5,Solteiro(a),Fundamental I,Fundamental II,A,C,Sem Cotas
29.1,Solteiro(a),Fundamental I,Fundamental I,D,D,Sem Cotas
43.9,Solteiro(a),Médio,Superior,B,E,Sem Cotas
31.8,Solteiro(a),Fundamental I,Nenhuma,C,E,Sem Cotas
28.6,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
56.1,Solteiro(a),Fundamental I,Médio,D,E,Sem Cotas
45.6,Solteiro(a),Fundamental I,Médio,B,B,Sem Cotas
49.8,Solteiro(a),Nenhuma,Médio,A,C,Ensino Público
36.9,Solteiro(a),Fundamental II,Médio,B,B,Ensino Público
49.4,Solteiro(a),Fundamental I,Superior,A,A,Sem Cotas
38.8,Solteiro(a),Superior,Pós-graduação,B,B,Sem Cotas
70.4,Solteiro(a),Médio,Médio,C,B,Sem Cotas
40.6,Solteiro(a),Fundamental I,Médio,A,A,Sem Cotas
53.9,Solteiro(a),Médio,Superior,B,B,Sem Cotas
39.9,Solteiro(a),Fundamental II,Médio,A,B,Sem Cotas
34.4,Solteiro(a),Fundamental II,Fundamental I,A,A,Sem Cotas
60.8,Solteiro(a),Médio,Médio,A,B,2 ou mais critérios
29.1,Solteiro(a),Fundamental II,Fundamental II,A,B,Sem Cotas
34.3,Outro,Fundamental I,Superior,A,A,2 ou mais critérios
46.8,Solteiro(a),Nenhuma,Pós-graduação,B,B,Sem Cotas
36.0,Solteiro(a),Médio,Médio,A,C,Sem Cotas
32.1,Solteiro(a),Fundamental II,Fundamental II,A,B,Ensino Público
28.7,Solteiro(a),Fundamental I,Superior,B,B,Sem Cotas
39.2,Solteiro(a),Médio,Médio,A,B,Sem Cotas
54.9,Solteiro(a),Fundamental I,Superior,C,B,Sem Cotas
35.4,Solteiro(a),Fundamental I,Fundamental II,A,C,Sem Cotas
60.0,Solteiro(a),Médio,Fundamental II,A,A,Renda
54.0,Solteiro(a),Fundamental I,Fundamental I,A,B,Renda
54.4,Solteiro(a),Fundamental I,Superior,C,C,Ensino Público
20.0,Solteiro(a),Fundamental I,Fundamental I,B,E,Sem Cotas
45.2,Solteiro(a),Nenhuma,Fundamental I,A,B,Ensino Público
42.8,Solteiro(a),Nenhuma,Fundamental I,B,E,Sem Cotas
47.0,Solteiro(a),Fundamental II,Fundamental I,B,E,Sem Cotas
38.2,Casado(a),Fundamental II,Médio,A,B,Sem Cotas
46.5,Solteiro(a),Fundamental II,Fundamental I,B,B,Ensino Público
65.0,Casado(a),Fundamental I,Fundamental I,B,E,Sem Cotas
38.3,Casado(a),Médio,Fundamental I,C,B,Sem Cotas
40.6,Solteiro(a),Nenhuma,Médio,A,A,Sem Cotas
32.1,Solteiro(a),Fundamental I,Fundamental I,B,A,Sem Cotas
34.3,Solteiro(a),Fundamental I,Fundamental I,A,B,Ensino Público
53.3,Solteiro(a),Superior,Fundamental II,B,A,Sem Cotas
31.7,Solteiro(a),Fundamental II,Médio,A,A,Sem Cotas
49.8,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
35.6,Solteiro(a),Nenhuma,Fundamental I,A,B,Sim - ?
69.5,Solteiro(a),Superior,Superior,A,B,Sem Cotas
51.1,Solteiro(a),Fundamental I,Fundamental II,A,A,Renda
46.8,Casado(a),Fundamental II,Médio,A,F,Sem Cotas
35.5,Solteiro(a),Fundamental I,Fundamental I,A,B,Ensino Público
42.8,Solteiro(a),Fundamental I,Fundamental I,A,A,Renda
33.4,Solteiro(a),Fundamental II,Fundamental I,A,A,Sem Cotas
35.6,Solteiro(a),Médio,Médio,B,B,Sem Cotas
55.7,Solteiro(a),Fundamental II,Fundamental II,B,B,Sem Cotas
54.3,Solteiro(a),Nenhuma,Fundamental I,A,B,Sim - ?
66.3,Outro,Fundamental I,Fundamental II,A,C,Ensino Público
37.4,Solteiro(a),Nenhuma,Fundamental I,A,E,Sem Cotas
59.1,Solteiro(a),Fundamental II,Fundamental II,A,A,Sem Cotas
37.6,Solteiro(a),Fundamental II,Superior,A,B,Renda
40.5,Solteiro(a),Fundamental I,Fundamental I,C,E,Sem Cotas
55.6,Casado(a),Fundamental I,Fundamental I,A,A,Sem Cotas
54.8,Solteiro(a),Nenhuma,Fundamental I,A,A,2 ou mais critérios
50.1,Solteiro(a),Fundamental I,Fundamental II,A,B,Étnico-racial
42.9,Solteiro(a),Fundamental II,Fundamental I,A,A,Renda
44.6,Solteiro(a),Fundamental I,Fundamental I,A,A,Renda
39.7,Solteiro(a),Superior,Fundamental II,B,B,Sem Cotas
38.7,Solteiro(a),Nenhuma,Fundamental I,A,A,Sem Cotas
47.4,Solteiro(a),Nenhuma,Fundamental I,A,A,Sim - ?
32.2,Solteiro(a),Fundamental II,Fundamental I,A,A,Sem Cotas
51.3,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
66.0,Solteiro(a),Nenhuma,Fundamental I,B,A,Sem Cotas
46.7,Solteiro(a),Superior,Nenhuma,B,B,Renda
56.8,Solteiro(a),Fundamental I,Fundamental II,A,E,Sem Cotas
53.5,Casado(a),Fundamental I,Fundamental I,B,F,Sem Cotas
41.9,Solteiro(a),Superior,Médio,A,F,Sem Cotas
52.2,Solteiro(a),Fundamental I,Fundamental II,A,A,2 ou mais critérios
69.0,Solteiro(a),Nenhuma,Fundamental I,A,B,2 ou mais critérios
34.1,Solteiro(a),Fundamental I,Fundamental I,A,A,Ensino Público
48.4,Solteiro(a),Médio,Superior,A,B,Sem Cotas
39.7,Solteiro(a),Fundamental I,Médio,A,C,Sem Cotas
35.4,Solteiro(a),Médio,Superior,B,B,Sem Cotas
46.1,Solteiro(a),Fundamental I,Nenhuma,A,B,Sem Cotas
38.5,Casado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
49.4,Solteiro(a),Fundamental I,Fundamental I,A,A,Ensino Público
30.7,Solteiro(a),Fundamental II,Médio,B,E,Sem Cotas
43.4,Solteiro(a),Fundamental I,Fundamental I,B,E,Ensino Público
39.7,Solteiro(a),Nenhuma,Nenhuma,A,F,Ensino Público
39.6,Casado(a),Fundamental I,Fundamental II,B,E,Sem Cotas
59.4,Casado(a),Fundamental II,Fundamental II,A,F,Ensino Público
42.3,Solteiro(a),Nenhuma,Fundamental I,B,D,Sem Cotas
43.0,Solteiro(a),Fundamental I,Fundamental I,A,A,Renda
50.8,Solteiro(a),Nenhuma,Nenhuma,A,B,Ensino Público
33.5,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
33.6,Solteiro(a),Fundamental I,Fundamental I,A,A,Ensino Público
60.3,Casado(a),Fundamental I,Fundamental II,A,F,Renda
51.0,Solteiro(a),Médio,Médio,A,C,Ensino Público
36.3,Solteiro(a),Nenhuma,Nenhuma,A,B,Ensino Público
43.9,Solteiro(a),Fundamental I,Fundamental I,A,F,Sem Cotas
23.8,Casado(a),Fundamental II,Fundamental I,B,B,2 ou mais critérios
46.0,Casado(a),Nenhuma,Fundamental I,B,E,Ensino Público
18.4,Casado(a),Nenhuma,Fundamental II,B,F,Ensino Público
39.4,Solteiro(a),Fundamental II,Médio,B,A,Sem Cotas
56.9,Solteiro(a),Fundamental I,Fundamental I,A,C,Renda
29.3,Solteiro(a),Nenhuma,Fundamental I,A,C,Sem Cotas
61.3,Solteiro(a),Superior,Superior,B,B,Sem Cotas
32.9,Solteiro(a),Nenhuma,Fundamental I,A,A,Renda
36.4,Solteiro(a),Nenhuma,Fundamental I,A,A,Sem Cotas
53.4,Solteiro(a),Nenhuma,Fundamental I,A,A,Sem Cotas
35.3,Solteiro(a),Fundamental I,Fundamental I,A,A,Sem Cotas
23.9,Casado(a),Fundamental I,Fundamental I,A,A,Sem Cotas
32.3,Solteiro(a),Médio,Superior,D,B,Sem Cotas
40.4,Solteiro(a),Nenhuma,Pós-graduação,B,B,Sem Cotas
43.8,Solteiro(a),Fundamental I,Médio,A,F,Étnico-racial
33.7,Outro,Fundamental I,Fundamental II,B,C,2 ou mais critérios
34.0,Solteiro(a),Superior,Fundamental II,A,B,Sem Cotas
32.2,Casado(a),Nenhuma,Fundamental I,A,A,Sem Cotas
37.1,Casado(a),Fundamental I,Fundamental I,C,B,Sem Cotas
33.3,Solteiro(a),Fundamental I,Nenhuma,A,B,Sem Cotas
49.4,Solteiro(a),Fundamental I,Fundamental I,B,A,Sem Cotas
28.1,Solteiro(a),Nenhuma,Nenhuma,A,B,Sem Cotas
39.8,Solteiro(a),Nenhuma,Fundamental I,A,E,Ensino Público
42.5,Solteiro(a),Nenhuma,Médio,A,A,Renda
42.8,Solteiro(a),Fundamental II,Superior,B,A,Ensino Público
45.7,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
43.9,Solteiro(a),Fundamental II,Fundamental II,A,A,Renda
29.7,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
38.8,Solteiro(a),Nenhuma,Nenhuma,A,E,Renda
32.1,Solteiro(a),Fundamental I,Fundamental I,A,A,Sem Cotas
32.3,Solteiro(a),Fundamental I,Médio,A,A,2 ou mais critérios
25.9,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
37.3,Solteiro(a),Fundamental I,Fundamental I,A,F,Renda
35.5,Solteiro(a),Superior,Médio,A,B,Sem Cotas
29.9,Solteiro(a),Superior,Médio,A,C,Sem Cotas
43.1,Solteiro(a),Médio,Fundamental I,B,E,Sem Cotas
48.2,Solteiro(a),Fundamental I,Fundamental I,B,F,Sem Cotas
47.5,Solteiro(a),Fundamental I,Fundamental II,B,C,Ensino Público
36.1,Solteiro(a),Nenhuma,Nenhuma,A,B,Sem Cotas
38.1,Solteiro(a),Fundamental I,Fundamental II,A,B,Sem Cotas
46.4,Solteiro(a),Médio,Médio,A,A,Renda
37.2,Solteiro(a),Nenhuma,Nenhuma,A,C,Ensino Público
29.5,Solteiro(a),Fundamental I,Fundamental II,B,E,Sem Cotas
32.4,Solteiro(a),Fundamental I,Fundamental I,B,A,Sem Cotas
32.8,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
35.6,Solteiro(a),Fundamental I,Fundamental I,B,E,Sem Cotas
40.9,Casado(a),Fundamental I,Fundamental I,B,D,Sem Cotas
25.9,Solteiro(a),Fundamental I,Fundamental I,A,C,Renda
39.7,Casado(a),Nenhuma,Médio,A,A,Ensino Público
41.5,Divorciado(a),Nenhuma,Médio,A,F,Ensino Público
43.2,Outro,Fundamental I,Fundamental I,B,F,2 ou mais critérios
38.9,Solteiro(a),Superior,Superior,E,B,Sem Cotas
47.8,Solteiro(a),Superior,Médio,B,B,Sem Cotas
65.7,Solteiro(a),Médio,Médio,A,B,Ensino Público
37.8,Solteiro(a),Médio,Médio,E,B,Sem Cotas
63.7,Solteiro(a),Fundamental I,Médio,A,A,Sem Cotas
47.3,Solteiro(a),Pós-graduação,Pós-graduação,E,B,Sem Cotas
28.8,Solteiro(a),Médio,Superior,A,B,Sem Cotas
57.5,Casado(a),Nenhuma,Fundamental I,A,C,Sem Cotas
38.9,Outro,Superior,Superior,B,F,Sem Cotas
46.3,Solteiro(a),Médio,Médio,B,B,Sem Cotas
43.7,Solteiro(a),Superior,Superior,C,B,Étnico-racial
52.8,Solteiro(a),Superior,Superior,F,C,Sem Cotas
39.8,Solteiro(a),Médio,Médio,C,B,Sem Cotas
49.4,Solteiro(a),Superior,Médio,E,B,Sem Cotas
43.7,Solteiro(a),Médio,Médio,D,B,Étnico-racial
43.3,Solteiro(a),Fundamental I,Fundamental I,D,B,Sem Cotas
36.0,Solteiro(a),Pós-graduação,Médio,E,B,Sem Cotas
49.4,Solteiro(a),Fundamental II,Médio,B,B,Ensino Público
23.1,Casado(a),Médio,Pós-graduação,A,F,Sem Cotas
55.6,Solteiro(a),Superior,Superior,E,C,Ensino Público
56.4,Solteiro(a),Fundamental I,Médio,A,A,Sem Cotas
33.1,Solteiro(a),Médio,Médio,D,B,Sem Cotas
42.2,Solteiro(a),Superior,Médio,B,E,Sem Cotas
46.8,Solteiro(a),Superior,Médio,B,B,Sem Cotas
64.6,Solteiro(a),Pós-graduação,Pós-graduação,F,E,Sem Cotas
39.7,Solteiro(a),Superior,Superior,E,B,Sem Cotas
46.7,Casado(a),Médio,Médio,C,E,Sem Cotas
43.7,Solteiro(a),Médio,Superior,F,B,Sem Cotas
37.2,Solteiro(a),Superior,Superior,B,B,Ensino Público
51.9,Solteiro(a),Superior,Superior,B,C,Renda
49.3,Casado(a),Superior,Superior,B,F,Sem Cotas
47.3,Solteiro(a),Médio,Médio,B,B,Sem Cotas
50.3,Solteiro(a),Fundamental I,Superior,B,D,Ensino Público
38.2,Solteiro(a),Superior,Superior,D,C,Ensino Público
17.1,Casado(a),Médio,Fundamental I,A,E,Sem Cotas
24.7,Solteiro(a),Médio,Superior,B,D,Sem Cotas
35.7,Solteiro(a),Fundamental II,Fundamental I,C,E,Sem Cotas
44.2,Solteiro(a),Pós-graduação,Pós-graduação,B,A,Sem Cotas
46.0,Solteiro(a),Médio,Superior,C,B,Sem Cotas
53.3,Solteiro(a),Superior,Superior,E,B,Sem Cotas
38.6,Solteiro(a),Médio,Superior,C,B,Sem Cotas
40.3,Casado(a),Fundamental I,Fundamental I,A,A,Ensino Público
20.7,Casado(a),Fundamental I,Médio,A,C,Sem Cotas
41.0,Solteiro(a),Médio,Fundamental I,A,E,Sem Cotas
53.9,Casado(a),Médio,Superior,C,B,Ensino Público
39.8,Solteiro(a),Fundamental I,Fundamental II,A,C,Ensino Público
30.9,Casado(a),Nenhuma,Nenhuma,A,B,Sem Cotas
65.7,Solteiro(a),Nenhuma,Fundamental II,B,C,Sem Cotas
28.4,Solteiro(a),Fundamental I,Fundamental I,A,A,Ensino Público
42.0,Solteiro(a),Fundamental II,Fundamental II,A,F,Ensino Público
41.4,Casado(a),Médio,Superior,A,A,Sem Cotas
27.1,Solteiro(a),Fundamental I,Médio,B,E,Sem Cotas
39.7,Divorciado(a),Fundamental I,Fundamental I,A,A,Ensino Público
54.0,Solteiro(a),Nenhuma,Fundamental I,A,A,Étnico-racial
36.7,Casado(a),Nenhuma,Médio,A,B,Sem Cotas
44.2,Casado(a),Nenhuma,Fundamental I,B,C,Sim - ?
28.2,Casado(a),Nenhuma,Nenhuma,A,B,Sem Cotas
32.3,Solteiro(a),Fundamental I,Fundamental I,B,F,Sem Cotas
25.9,Divorciado(a),Nenhuma,Médio,A,E,Sem Cotas
35.9,Casado(a),Nenhuma,Nenhuma,A,A,Sem Cotas
35.7,Solteiro(a),Nenhuma,Fundamental I,A,A,Ensino Público
60.0,Casado(a),Fundamental I,Médio,A,A,Sem Cotas
38.6,Casado(a),Fundamental I,Superior,A,B,Sem Cotas
61.9,Casado(a),Fundamental II,Médio,B,C,Ensino Público
38.5,Outro,Médio,Médio,A,B,Sem Cotas
44.5,Casado(a),Nenhuma,Nenhuma,A,F,Sem Cotas
47.3,Viúvo(a),Fundamental I,Pós-graduação,A,D,Sem Cotas
26.9,Solteiro(a),Médio,Fundamental II,A,C,Sem Cotas
27.8,Solteiro(a),Médio,Médio,B,B,Sem Cotas
42.9,Solteiro(a),Nenhuma,Fundamental I,A,E,Ensino Público
53.3,Casado(a),Nenhuma,Nenhuma,A,A,Sem Cotas
33.8,Solteiro(a),Nenhuma,Nenhuma,A,E,Sem Cotas
46.1,Divorciado(a),Fundamental I,Médio,B,E,Sim - ?
34.0,Solteiro(a),Fundamental I,Fundamental I,A,B,2 ou mais critérios
49.8,Solteiro(a),Fundamental I,Fundamental I,A,B,Ensino Público
31.9,Solteiro(a),Fundamental II,Fundamental II,A,A,Sem Cotas
54.6,Viúvo(a),Médio,Pós-graduação,B,B,Sem Cotas
63.4,Solteiro(a),Fundamental II,Pós-graduação,B,B,Sem Cotas
38.3,Solteiro(a),Fundamental II,Fundamental I,A,A,Sem Cotas
36.5,Casado(a),Médio,Médio,B,F,Sem Cotas
26.1,Solteiro(a),Fundamental I,Fundamental I,A,B,Étnico-racial
57.1,Solteiro(a),Fundamental I,Fundamental II,A,B,Sem Cotas
64.1,Casado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
47.7,Solteiro(a),Fundamental I,Fundamental I,A,C,Ensino Público
71.8,Solteiro(a),Superior,Médio,A,C,Sem Cotas
41.2,Solteiro(a),Médio,Médio,A,A,Renda
45.8,Solteiro(a),Nenhuma,Nenhuma,B,E,Renda
47.0,Solteiro(a),Nenhuma,Fundamental I,A,E,Ensino Público
36.5,Casado(a),Fundamental I,Fundamental I,A,E,Renda
35.9,Solteiro(a),Fundamental I,Fundamental I,A,A,Ensino Público
52.3,Solteiro(a),Fundamental I,Fundamental II,B,C,Renda
46.5,Solteiro(a),Nenhuma,Fundamental I,A,B,Sem Cotas
16.5,Solteiro(a),Nenhuma,Nenhuma,A,A,Sem Cotas
41.5,Solteiro(a),Nenhuma,Nenhuma,A,A,Sem Cotas
37.6,Casado(a),Nenhuma,Fundamental I,A,B,Sem Cotas
23.4,Solteiro(a),Fundamental I,Fundamental I,A,B,2 ou mais critérios
41.6,Solteiro(a),Fundamental I,Fundamental I,A,F,Étnico-racial
31.6,Solteiro(a),Nenhuma,Nenhuma,A,F,Étnico-racial
43.6,Solteiro(a),Nenhuma,Fundamental I,A,A,Renda
40.5,Casado(a),Fundamental I,Fundamental I,A,A,Renda
32.8,Solteiro(a),Médio,Médio,A,A,Sem Cotas
33.4,Solteiro(a),Médio,Médio,A,A,Sim - ?
40.8,Casado(a),Fundamental II,Médio,A,F,Sem Cotas
60.3,Casado(a),Fundamental I,Fundamental I,A,E,Renda
41.6,Solteiro(a),Fundamental I,Nenhuma,A,E,Sem Cotas
50.0,Solteiro(a),Médio,Médio,B,B,Sem Cotas
13.5,Solteiro(a),Médio,Médio,A,B,Sem Cotas
47.0,Solteiro(a),Superior,Médio,B,C,Sem Cotas
44.6,Solteiro(a),Médio,Fundamental II,C,B,Sem Cotas
26.3,Solteiro(a),Pós-graduação,Médio,A,B,Sim - ?
24.4,Solteiro(a),Médio,Fundamental II,A,B,Sem Cotas
58.0,,,,,,
56.1,Solteiro(a),Médio,Médio,C,D,Sem Cotas
40.2,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
11.8,Solteiro(a),Fundamental I,Fundamental I,B,D,Sem Cotas
42.9,Solteiro(a),Fundamental II,Superior,B,A,2 ou mais critérios
41.3,Solteiro(a),Superior,Superior,B,B,Sem Cotas
63.9,Solteiro(a),Fundamental II,Fundamental I,A,B,Sem Cotas
41.0,Solteiro(a),Fundamental II,Superior,B,C,Sem Cotas
24.6,Solteiro(a),Fundamental II,Fundamental I,C,E,Sem Cotas
26.9,,,,,,
32.2,Casado(a),Nenhuma,Nenhuma,D,E,Sim - ?
27.4,Solteiro(a),Fundamental II,Médio,A,B,Sem Cotas
51.0,Solteiro(a),Superior,Médio,A,B,Sem Cotas
24.3,Casado(a),Superior,Pós-graduação,E,B,Sem Cotas
68.1,Casado(a),Médio,Pós-graduação,B,E,Sem Cotas
72.0,Casado(a),Superior,Médio,D,E,Sem Cotas
60.5,Casado(a),Nenhuma,Fundamental I,A,D,Sem Cotas
56.8,Solteiro(a),Médio,Fundamental I,A,C,Sem Cotas
41.3,Solteiro(a),Fundamental I,Médio,A,E,Renda
46.7,Solteiro(a),Médio,Fundamental I,A,B,Sem Cotas
31.5,Solteiro(a),Superior,Fundamental I,B,B,Ensino Público
33.7,Casado(a),Fundamental I,Fundamental II,B,F,Sem Cotas
34.5,Divorciado(a),Médio,Fundamental II,B,E,Sem Cotas
47.2,Solteiro(a),Superior,Médio,B,F,Sim - ?
55.9,Solteiro(a),Médio,Superior,B,A,Sem Cotas
45.4,Solteiro(a),Superior,Superior,C,B,Sem Cotas
27.3,Solteiro(a),Nenhuma,Fundamental I,B,E,Sem Cotas
50.0,Solteiro(a),Fundamental II,Médio,B,B,Sem Cotas
49.5,Solteiro(a),Pós-graduação,Pós-graduação,F,B,Sem Cotas
36.1,Solteiro(a),Médio,Fundamental I,D,E,Sim - ?
31.5,Casado(a),Fundamental I,Médio,B,E,Étnico-racial
44.7,Solteiro(a),Superior,Médio,B,A,Sem Cotas
27.5,Solteiro(a),Médio,Fundamental I,B,E,Sem Cotas
38.4,Solteiro(a),Superior,Fundamental I,C,C,Étnico-racial
49.2,Casado(a),Médio,Médio,B,E,Sem Cotas
30.8,Casado(a),Pós-graduação,Médio,B,E,2 ou mais critérios
28.9,Solteiro(a),Nenhuma,Fundamental I,A,C,Sem Cotas
34.9,Casado(a),Médio,Médio,B,C,2 ou mais critérios
52.1,Casado(a),Fundamental I,Fundamental II,C,F,Sem Cotas
48.6,Solteiro(a),Superior,Superior,C,C,Sem Cotas
54.6,Solteiro(a),Médio,Superior,A,C,Sem Cotas
25.2,Solteiro(a),Fundamental II,Fundamental I,B,B,Sem Cotas
37.9,Casado(a),Nenhuma,Nenhuma,A,B,Étnico-racial
27.5,Solteiro(a),Nenhuma,Fundamental I,A,F,Étnico-racial
32.6,Solteiro(a),Médio,Fundamental I,A,E,Étnico-racial
35.8,Casado(a),Médio,Médio,C,B,Étnico-racial
55.6,Solteiro(a),Médio,Médio,C,A,Étnico-racial
49.2,Casado(a),Médio,Fundamental II,A,A,2 ou mais critérios
65.5,Divorciado(a),Fundamental I,Nenhuma,B,E,Sem Cotas
56.0,Solteiro(a),Fundamental I,Fundamental I,C,C,2 ou mais critérios
71.6,Solteiro(a),Médio,Fundamental I,B,A,2 ou mais critérios
30.5,,,,,,
35.5,Solteiro(a),Médio,Médio,B,E,Sem Cotas
53.3,Solteiro(a),Nenhuma,Nenhuma,C,E,Sem Cotas
35.3,Outro,Médio,Fundamental I,B,D,Ensino Público
30.2,Solteiro(a),Fundamental II,Fundamental I,B,B,Ensino Público
57.9,Casado(a),Fundamental II,Fundamental I,B,B,Sem Cotas
76.3,Solteiro(a),Médio,Médio,B,E,Ensino Público
54.7,Casado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
39.5,Solteiro(a),Fundamental I,Fundamental I,C,E,Étnico-racial
49.4,Solteiro(a),Fundamental II,Fundamental I,B,E,Sem Cotas
46.5,Casado(a),Nenhuma,Fundamental I,A,A,Ensino Público
46.8,Casado(a),Médio,Médio,A,C,Ensino Público
42.1,Divorciado(a),Nenhuma,Superior,B,C,Sem Cotas
58.6,Solteiro(a),Fundamental I,Médio,B,D,Sem Cotas
60.3,Solteiro(a),Fundamental II,Fundamental II,C,F,Sem Cotas
34.1,Casado(a),Nenhuma,Nenhuma,B,F,Sem Cotas
72.5,Divorciado(a),Fundamental I,Fundamental I,B,A,Ensino Público
64.1,Casado(a),Médio,Superior,C,D,Ensino Público
46.7,Solteiro(a),Fundamental I,Fundamental I,A,E,Sem Cotas
38.2,Solteiro(a),Superior,Superior,C,B,Sem Cotas
60.8,Casado(a),Fundamental I,Fundamental I,B,E,Ensino Público
30.5,Solteiro(a),Fundamental I,Nenhuma,A,A,Sem Cotas
36.1,Casado(a),Médio,Superior,A,D,Étnico-racial
35.5,Solteiro(a),Superior,Médio,C,C,Sem Cotas
45.9,Casado(a),Fundamental I,Fundamental I,B,B,Sem Cotas
63.9,Solteiro(a),Fundamental II,Fundamental II,C,C,Sem Cotas
62.3,Solteiro(a),Médio,Superior,E,B,Sem Cotas
30.0,Solteiro(a),Médio,Médio,A,C,Ensino Público
37.7,Casado(a),Fundamental II,Fundamental II,B,B,Ensino Público
59.9,Solteiro(a),Superior,Médio,D,A,Ensino Público
47.6,Casado(a),Fundamental II,Fundamental I,F,B,Sem Cotas
48.7,Solteiro(a),Médio,Superior,B,B,Sem Cotas
47.7,Solteiro(a),Fundamental I,Fundamental I,B,A,2 ou mais critérios
54.8,Solteiro(a),Superior,Médio,B,C,Sem Cotas
44.4,Casado(a),Fundamental I,Fundamental I,B,E,Ensino Público
16.0,Solteiro(a),Fundamental I,Médio,B,D,Sem Cotas
29.8,Solteiro(a),Médio,Médio,C,B,Sem Cotas
46.4,Divorciado(a),Fundamental II,Nenhuma,B,B,Étnico-racial
66.7,Solteiro(a),Fundamental I,Fundamental I,B,B,2 ou mais critérios
48.5,Solteiro(a),Médio,Médio,B,C,Sem Cotas
62.2,Solteiro(a),Superior,Médio,C,A,Sem Cotas
58.4,Solteiro(a),Médio,Fundamental I,A,A,Sem Cotas
50.1,Solteiro(a),Pós-graduação,Médio,C,E,Sem Cotas
66.8,Solteiro(a),Superior,Superior,E,C,Sem Cotas
55.1,Divorciado(a),Fundamental I,Fundamental I,C,C,Sem Cotas
50.5,Solteiro(a),Fundamental I,Fundamental I,B,D,Sem Cotas
63.6,Casado(a),Médio,Médio,C,F,Sem Cotas
61.4,Solteiro(a),Superior,Médio,C,B,Sem Cotas
47.2,Outro,Superior,Superior,D,A,Sem Cotas
38.3,Solteiro(a),Médio,Fundamental II,B,B,Ensino Público
46.2,Casado(a),Fundamental I,Fundamental I,A,C,Ensino Público
37.5,Casado(a),Fundamental I,Fundamental I,B,C,Sem Cotas
64.7,Solteiro(a),Fundamental II,Médio,B,D,Sem Cotas
42.5,Solteiro(a),Fundamental II,Fundamental II,A,E,Sem Cotas
38.6,Solteiro(a),Fundamental I,Médio,B,D,Ensino Público
35.9,Solteiro(a),Fundamental I,Nenhuma,B,E,Étnico-racial
26.0,Casado(a),Nenhuma,Nenhuma,A,B,Sem Cotas
55.6,Solteiro(a),Fundamental I,Médio,C,C,Sem Cotas
28.9,Solteiro(a),Médio,Médio,B,C,Sem Cotas
57.7,Casado(a),Superior,Fundamental II,B,F,Ensino Público
30.3,Solteiro(a),Superior,Fundamental II,B,B,Ensino Público
57.6,Casado(a),Fundamental I,Médio,A,B,Sem Cotas
52.8,Solteiro(a),Médio,Médio,D,A,Sem Cotas
36.1,Solteiro(a),Fundamental II,Médio,A,A,Ensino Público
58.8,Casado(a),Nenhuma,Médio,B,E,Sem Cotas
27.7,Casado(a),Médio,Médio,B,B,Sem Cotas
47.7,Solteiro(a),Fundamental I,Pós-graduação,A,A,Sem Cotas
25.6,Solteiro(a),Fundamental II,Fundamental II,A,C,Renda
33.2,Solteiro(a),Fundamental II,Fundamental I,B,E,Étnico-racial
64.3,Solteiro(a),Nenhuma,Nenhuma,A,A,Étnico-racial
30.2,Divorciado(a),Superior,Superior,B,D,Sem Cotas
32.0,Solteiro(a),Pós-graduação,Médio,A,B,Sem Cotas
60.5,Solteiro(a),Fundamental I,Médio,B,C,2 ou mais critérios
63.5,Casado(a),Fundamental I,Fundamental I,B,F,Sem Cotas
48.2,Casado(a),Fundamental I,Fundamental I,A,F,Étnico-racial
58.4,Solteiro(a),Nenhuma,Fundamental I,A,A,2 ou mais critérios
56.5,Solteiro(a),Superior,Superior,C,E,Sem Cotas
